,section.id,country,city,country_c,city_c,valid,protest,tt,rr,cc,kk,vm,po
31,321200047,UK,Birmingham,<U+0412><U+0435><U+043B><U+0438><U+043A><U+043E><U+0431><U+0440><U+0438><U+0442><U+0430><U+043D><U+0438><U+044F>,<U+0411>,456,32,58,95,72,90,54,1
32,321200311,UK,Bishop's Stortford,<U+0412><U+0435><U+043B><U+0438><U+043A><U+043E><U+0431><U+0440><U+0438><U+0442><U+0430><U+043D><U+0438><U+044F>,<U+0411>,151,16,16,23,24,22,34,2
33,321200312,UK,Bournemouth,<U+0412><U+0435><U+043B><U+0438><U+043A><U+043E><U+0431><U+0440><U+0438><U+0442><U+0430><U+043D><U+0438><U+044F>,<U+0411>,216,40,27,44,24,28,19,1
34,321200052,UK,Brighton,<U+0412><U+0435><U+043B><U+0438><U+043A><U+043E><U+0431><U+0440><U+0438><U+0442><U+0430><U+043D><U+0438><U+044F>,<U+0411>,259,27,43,34,45,47,36,1
35,321200048,UK,Bristol,<U+0412><U+0435><U+043B><U+0438><U+043A><U+043E><U+0431><U+0440><U+0438><U+0442><U+0430><U+043D><U+0438><U+044F>,<U+0411>,403,55,79,89,59,43,43,0
36,321200058,UK,Glasgow,<U+0412><U+0435><U+043B><U+0438><U+043A><U+043E><U+0431><U+0440><U+0438><U+0442><U+0430><U+043D><U+0438><U+044F>,<U+0413>,441,52,140,84,38,26,36,1
37,321200041,UK,Gloucester,<U+0412><U+0435><U+043B><U+0438><U+043A><U+043E><U+0431><U+0440><U+0438><U+0442><U+0430><U+043D><U+0438><U+044F>,<U+0413>,343,35,38,79,52,48,55,5
38,321200060,UK,Dundee,<U+0412><U+0435><U+043B><U+0438><U+043A><U+043E><U+0431><U+0440><U+0438><U+0442><U+0430><U+043D><U+0438><U+044F>,<U+0414>,176,15,29,60,17,25,12,2
39,321200057,UK,Edinbourough,<U+0412><U+0435><U+043B><U+0438><U+043A><U+043E><U+0431><U+0440><U+0438><U+0442><U+0430><U+043D><U+0438><U+044F>,<U+0415>,305,27,103,51,32,26,25,2
40,321200055,UK,Exeter,<U+0412><U+0435><U+043B><U+0438><U+043A><U+043E><U+0431><U+0440><U+0438><U+0442><U+0430><U+043D><U+0438><U+044F>,<U+0415>,187,20,45,23,20,37,12,1
41,321200039,UK,Immingham,<U+0412><U+0435><U+043B><U+0438><U+043A><U+043E><U+0431><U+0440><U+0438><U+0442><U+0430><U+043D><U+0438><U+044F>,<U+0418>,130,16,4,19,23,32,17,1
42,321200036,UK,Ealing Broadway,<U+0412><U+0435><U+043B><U+0438><U+043A><U+043E><U+0431><U+0440><U+0438><U+0442><U+0430><U+043D><U+0438><U+044F>,<U+0419>,553,57,82,137,78,94,41,5
43,321200061,UK,Cardiff,<U+0412><U+0435><U+043B><U+0438><U+043A><U+043E><U+0431><U+0440><U+0438><U+0442><U+0430><U+043D><U+0438><U+044F>,<U+041A>,198,21,48,40,19,28,21,0
44,321200050,UK,Cambridge,<U+0412><U+0435><U+043B><U+0438><U+043A><U+043E><U+0431><U+0440><U+0438><U+0442><U+0430><U+043D><U+0438><U+044F>,<U+041A>,336,30,89,70,55,32,21,1
45,321200035,UK,Coventry,<U+0412><U+0435><U+043B><U+0438><U+043A><U+043E><U+0431><U+0440><U+0438><U+0442><U+0430><U+043D><U+0438><U+044F>,<U+041A>,408,51,79,84,45,53,52,1
46,321200313,UK,Colchester,<U+0412><U+0435><U+043B><U+0438><U+043A><U+043E><U+0431><U+0440><U+0438><U+0442><U+0430><U+043D><U+0438><U+044F>,<U+041A>,199,15,34,40,32,29,28,0
47,321200056,UK,Leeds,<U+0412><U+0435><U+043B><U+0438><U+043A><U+043E><U+0431><U+0440><U+0438><U+0442><U+0430><U+043D><U+0438><U+044F>,<U+041B>,282,28,47,65,38,48,28,0
48,321200028,UK,London,<U+0412><U+0435><U+043B><U+0438><U+043A><U+043E><U+0431><U+0440><U+0438><U+0442><U+0430><U+043D><U+0438><U+044F>,<U+041B>,480,38,145,87,82,51,22,8
49,321200029,UK,London,<U+0412><U+0435><U+043B><U+0438><U+043A><U+043E><U+0431><U+0440><U+0438><U+0442><U+0430><U+043D><U+0438><U+044F>,<U+041B>,724,40,243,143,104,74,38,6
50,321200030,UK,London,<U+0412><U+0435><U+043B><U+0438><U+043A><U+043E><U+0431><U+0440><U+0438><U+0442><U+0430><U+043D><U+0438><U+044F>,<U+041B>,557,37,110,144,70,108,68,3
51,321200031,UK,London,<U+0412><U+0435><U+043B><U+0438><U+043A><U+043E><U+0431><U+0440><U+0438><U+0442><U+0430><U+043D><U+0438><U+044F>,<U+041B>,899,80,82,193,211,167,91,6
52,321200032,UK,London,<U+0412><U+0435><U+043B><U+0438><U+043A><U+043E><U+0431><U+0440><U+0438><U+0442><U+0430><U+043D><U+0438><U+044F>,<U+041B>,937,96,59,225,156,181,121,4
53,321200033,UK,London,<U+0412><U+0435><U+043B><U+0438><U+043A><U+043E><U+0431><U+0440><U+0438><U+0442><U+0430><U+043D><U+0438><U+044F>,<U+041B>,793,73,95,200,137,118,86,9
54,321200034,UK,London,<U+0412><U+0435><U+043B><U+0438><U+043A><U+043E><U+0431><U+0440><U+0438><U+0442><U+0430><U+043D><U+0438><U+044F>,<U+041B>,589,77,55,144,98,87,60,1
55,321200038,UK,London,<U+0412><U+0435><U+043B><U+0438><U+043A><U+043E><U+0431><U+0440><U+0438><U+0442><U+0430><U+043D><U+0438><U+044F>,<U+041B>,461,56,51,98,84,62,49,6
56,321200309,UK,London,<U+0412><U+0435><U+043B><U+0438><U+043A><U+043E><U+0431><U+0440><U+0438><U+0442><U+0430><U+043D><U+0438><U+044F>,<U+041B>,385,21,124,82,57,37,17,2
57,321200310,UK,London,<U+0412><U+0435><U+043B><U+0438><U+043A><U+043E><U+0431><U+0440><U+0438><U+0442><U+0430><U+043D><U+0438><U+044F>,<U+041B>,484,30,157,94,84,45,18,3
58,321200317,UK,London,<U+0412><U+0435><U+043B><U+0438><U+043A><U+043E><U+0431><U+0440><U+0438><U+0442><U+0430><U+043D><U+0438><U+044F>,<U+041B>,455,44,47,111,81,67,56,3
59,321200318,UK,London,<U+0412><U+0435><U+043B><U+0438><U+043A><U+043E><U+0431><U+0440><U+0438><U+0442><U+0430><U+043D><U+0438><U+044F>,<U+041B>,378,48,34,87,65,61,44,2
60,321200319,UK,London,<U+0412><U+0435><U+043B><U+0438><U+043A><U+043E><U+0431><U+0440><U+0438><U+0442><U+0430><U+043D><U+0438><U+044F>,<U+041B>,403,34,41,96,60,75,54,0
61,321200320,UK,London,<U+0412><U+0435><U+043B><U+0438><U+043A><U+043E><U+0431><U+0440><U+0438><U+0442><U+0430><U+043D><U+0438><U+044F>,<U+041B>,537,50,37,155,87,94,58,7
62,321200046,UK,Manchester,<U+0412><U+0435><U+043B><U+0438><U+043A><U+043E><U+0431><U+0440><U+0438><U+0442><U+0430><U+043D><U+0438><U+044F>,<U+041C>,430,48,100,100,55,58,53,4
63,321200325,UK,Maidstone,<U+0412><U+0435><U+043B><U+0438><U+043A><U+043E><U+0431><U+0440><U+0438><U+0442><U+0430><U+043D><U+0438><U+044F>,<U+041C>,239,22,15,78,43,35,26,1
64,321200045,UK,Norich,<U+0412><U+0435><U+043B><U+0438><U+043A><U+043E><U+0431><U+0440><U+0438><U+0442><U+0430><U+043D><U+0438><U+044F>,<U+041D>,283,27,18,66,45,40,64,0
65,321200053,UK,Nottingham,<U+0412><U+0435><U+043B><U+0438><U+043A><U+043E><U+0431><U+0440><U+0438><U+0442><U+0430><U+043D><U+0438><U+044F>,<U+041D>,264,18,68,48,35,26,25,0
66,321200054,UK,Newcastle upon Tyne,<U+0412><U+0435><U+043B><U+0438><U+043A><U+043E><U+0431><U+0440><U+0438><U+0442><U+0430><U+043D><U+0438><U+044F>,<U+041D>,190,22,34,39,37,32,13,1
67,321200049,UK,Oxford,<U+0412><U+0435><U+043B><U+0438><U+043A><U+043E><U+0431><U+0440><U+0438><U+0442><U+0430><U+043D><U+0438><U+044F>,<U+041E>,295,36,82,55,39,31,15,1
68,321200321,UK,Peterborough,<U+0412><U+0435><U+043B><U+0438><U+043A><U+043E><U+0431><U+0440><U+0438><U+0442><U+0430><U+043D><U+0438><U+044F>,<U+041F>,205,32,17,38,38,26,38,1
69,321200322,UK,Portsmouth,<U+0412><U+0435><U+043B><U+0438><U+043A><U+043E><U+0431><U+0440><U+0438><U+0442><U+0430><U+043D><U+0438><U+044F>,<U+041F>,298,30,44,74,42,36,33,2
70,321200323,UK,Redding,<U+0412><U+0435><U+043B><U+0438><U+043A><U+043E><U+0431><U+0440><U+0438><U+0442><U+0430><U+043D><U+0438><U+044F>,<U+0420>,342,44,65,85,47,26,30,0
71,321200051,UK,Southampton,<U+0412><U+0435><U+043B><U+0438><U+043A><U+043E><U+0431><U+0440><U+0438><U+0442><U+0430><U+043D><U+0438><U+044F>,<U+0421>,346,41,52,65,56,61,37,1
72,321200326,UK,Stafford,<U+0412><U+0435><U+043B><U+0438><U+043A><U+043E><U+0431><U+0440><U+0438><U+0442><U+0430><U+043D><U+0438><U+044F>,<U+0421>,134,7,10,33,19,25,21,2
73,321200043,UK,Surbiton,<U+0412><U+0435><U+043B><U+0438><U+043A><U+043E><U+0431><U+0440><U+0438><U+0442><U+0430><U+043D><U+0438><U+044F>,<U+0421>,400,41,40,102,86,43,49,1
74,321200044,UK,Tunbridge Wells,<U+0412><U+0435><U+043B><U+0438><U+043A><U+043E><U+0431><U+0440><U+0438><U+0442><U+0430><U+043D><U+0438><U+044F>,<U+0422>,217,37,16,47,26,26,39,2
75,321200037,UK,Wood Green,<U+0412><U+0435><U+043B><U+0438><U+043A><U+043E><U+0431><U+0440><U+0438><U+0442><U+0430><U+043D><U+0438><U+044F>,<U+0423>,490,49,51,141,90,79,42,4
76,321200314,UK,Fleetwood,<U+0412><U+0435><U+043B><U+0438><U+043A><U+043E><U+0431><U+0440><U+0438><U+0442><U+0430><U+043D><U+0438><U+044F>,<U+0424>,171,19,12,49,27,28,18,1
77,321200315,UK,Hemel Hempstead,<U+0412><U+0435><U+043B><U+0438><U+043A><U+043E><U+0431><U+0440><U+0438><U+0442><U+0430><U+043D><U+0438><U+044F>,<U+0425>,343,43,44,75,55,53,34,4
78,321200316,UK,Hull,<U+0412><U+0435><U+043B><U+0438><U+043A><U+043E><U+0431><U+0440><U+0438><U+0442><U+0430><U+043D><U+0438><U+044F>,<U+0425>,125,13,5,29,16,23,24,5
79,321200042,UK,Chatham,<U+0412><U+0435><U+043B><U+0438><U+043A><U+043E><U+0431><U+0440><U+0438><U+0442><U+0430><U+043D><U+0438><U+044F>,<U+0427>,377,49,30,97,67,59,31,7
80,321200040,UK,Chester,<U+0412><U+0435><U+043B><U+0438><U+043A><U+043E><U+0431><U+0440><U+0438><U+0442><U+0430><U+043D><U+0438><U+044F>,<U+0427>,324,26,29,80,46,58,39,6
81,321200324,UK,Sheffield,<U+0412><U+0435><U+043B><U+0438><U+043A><U+043E><U+0431><U+0440><U+0438><U+0442><U+0430><U+043D><U+0438><U+044F>,<U+0428>,141,17,29,21,24,14,21,0
82,321300063,Vietnam,Hanoi,<U+0412><U+0438><U+0435><U+0442><U+043D><U+0430><U+043C>,"<U+0425><U+0430><U+043D><U+043E><U+0439>	",14,1,6,1,2,0,1,0
83,321400064,Georgia,Tbilisi,<U+0413><U+0440><U+0443><U+0437><U+0438><U+044F>,"<U+0422><U+0431><U+0438><U+043B><U+0438><U+0441><U+0438>	",38,3,8,11,5,5,3,0
84,321500065,Greece,Athens,<U+0413><U+044A><U+0440><U+0446><U+0438><U+044F>,"<U+0410><U+0442><U+0438><U+043D><U+0430>	",637,37,44,135,180,103,60,4
85,321500067,Greece,Athens,<U+0413><U+044A><U+0440><U+0446><U+0438><U+044F>,"<U+0410><U+0442><U+0438><U+043D><U+0430>	",558,0,36,120,154,114,44,2
86,321500077,Greece,Athens,<U+0413><U+044A><U+0440><U+0446><U+0438><U+044F>,"<U+0410><U+0442><U+0438><U+043D><U+0430>	",815,26,42,246,189,168,82,1
87,321500075,Greece,Gerani,<U+0413><U+044A><U+0440><U+0446><U+0438><U+044F>,"<U+0413><U+0435><U+0440><U+0430><U+043D><U+0438>	",203,25,2,29,91,9,19,4
88,321500070,Greece,Heraklion,<U+0413><U+044A><U+0440><U+0446><U+0438><U+044F>,"<U+0418><U+0440><U+0430><U+043A><U+043B><U+0438><U+043E>	",159,15,12,28,35,18,32,2
89,321500068,Greece,Kalamata,<U+0413><U+044A><U+0440><U+0446><U+0438><U+044F>,"<U+041A><U+0430><U+043B><U+0430><U+043C><U+0430><U+0442><U+0430>	",103,5,1,30,34,5,10,1
90,321500069,Greece,Larissa,<U+0413><U+044A><U+0440><U+0446><U+0438><U+044F>,"<U+041B><U+0430><U+0440><U+0438><U+0441><U+0430>	",73,0,9,23,15,10,13,0
91,321500074,Greece,Patra,<U+0413><U+044A><U+0440><U+0446><U+0438><U+044F>,"<U+041F><U+0430><U+0442><U+0440><U+0430>	",152,6,6,41,33,20,23,1
92,321500071,Greece,Rethymno,<U+0413><U+044A><U+0440><U+0446><U+0438><U+044F>,"<U+0420><U+0435><U+0442><U+0438><U+043C><U+043D><U+043E>	",147,12,3,47,23,32,8,0
93,321500073,Greece,Rodos,<U+0413><U+044A><U+0440><U+0446><U+0438><U+044F>,"<U+0420><U+043E><U+0434><U+043E><U+0441>	",208,11,7,42,69,29,23,1
94,321500066,Greece,Thessaloniki,<U+0413><U+044A><U+0440><U+0446><U+0438><U+044F>,"<U+0421><U+043E><U+043B><U+0443><U+043D>	",444,21,38,74,134,87,25,7
95,321500076,Greece,Tripoli,<U+0413><U+044A><U+0440><U+0446><U+0438><U+044F>,"<U+0422><U+0440><U+0438><U+043F><U+043E><U+043B><U+0438>	",124,4,3,22,34,28,16,5
96,321500072,Greece,Hania,<U+0413><U+044A><U+0440><U+0446><U+0438><U+044F>,"<U+0425><U+0430><U+043D><U+044F>	",234,22,7,98,53,10,22,5
97,321600078,Denmark,Copenhagen,<U+0414><U+0430><U+043D><U+0438><U+044F>,<U+041A><U+043E><U+043F><U+0435><U+043D><U+0445><U+0430><U+0433><U+0435><U+043D>,347,33,59,44,69,53,27,10
98,321600082,Denmark,Norebro,<U+0414><U+0430><U+043D><U+0438><U+044F>,"<U+041D><U+043E><U+0440><U+0435><U+0431><U+0440><U+043E>	",323,24,79,59,47,40,25,5
99,321600083,Denmark,Odense,<U+0414><U+0430><U+043D><U+0438><U+044F>,"<U+041E><U+0434><U+0435><U+043D><U+0441>e	",122,13,24,18,17,10,19,1
100,321600079,Denmark,Aalborg,<U+0414><U+0430><U+043D><U+0438><U+044F>,"<U+041E><U+043B><U+0431><U+043E><U+0440><U+0433>	",199,21,44,42,18,22,26,1
101,321600080,Denmark,Aarhus,<U+0414><U+0430><U+043D><U+0438><U+044F>,"<U+041E><U+0440><U+0445><U+0443><U+0441>	",220,28,45,42,25,28,22,1
102,321600081,Denmark,Horsens,<U+0414><U+0430><U+043D><U+0438><U+044F>,"<U+0425><U+043E><U+0440><U+0441><U+0435><U+043D><U+0441>	",211,35,29,38,18,40,25,6
103,321700084,Egypt,Cairo,<U+0415><U+0433><U+0438><U+043F><U+0435><U+0442>,"<U+041A><U+0430><U+0439><U+0440><U+043E>	",29,0,4,9,4,6,1,0
104,321800085,Israel,Tel Aviv,<U+0418><U+0437><U+0440><U+0430><U+0435><U+043B>,"<U+0422><U+0435><U+043B> <U+0410><U+0432><U+0438><U+0432>	",215,9,36,42,81,27,4,1
105,321900086,India,Delhi,<U+0418><U+043D><U+0434><U+0438><U+044F>,"<U+0414><U+0435><U+043B><U+0445><U+0438>	",19,2,4,2,4,1,0,0
106,322100088,Iran,Teheran,<U+0418><U+0440><U+0430><U+043D>,"<U+0422><U+0435><U+0445><U+0435><U+0440><U+0430><U+043D>	",22,3,2,2,4,5,0,0
107,322200089,Ireland,Dublin,<U+0418><U+0440><U+043B><U+0430><U+043D><U+0434><U+0438><U+044F>,"<U+0414><U+044A><U+0431><U+043B><U+0438><U+043D>	",439,30,86,102,70,79,35,2
108,322200090,Ireland,Shannon,<U+0418><U+0440><U+043B><U+0430><U+043D><U+0434><U+0438><U+044F>,"<U+0428><U+0430><U+043D><U+044A><U+043D>	",106,13,15,13,17,21,4,1
109,322300091,Spain,Alicante,<U+0418><U+0441><U+043F><U+0430><U+043D><U+0438><U+044F>,<U+0410><U+043B><U+0438><U+043A><U+0430><U+043D><U+0442><U+0435>,258,25,29,44,65,46,22,0
110,322300105,Spain,Aranda de Duaro,<U+0418><U+0441><U+043F><U+0430><U+043D><U+0438><U+044F>,<U+0410><U+0440><U+0430><U+043D><U+0434><U+0430> <U+0434>,0,0,5,65,40,43,16,8
111,322300092,Spain,Arecife,<U+0418><U+0441><U+043F><U+0430><U+043D><U+0438><U+044F>,<U+0410><U+0440><U+0440><U+0435><U+0441><U+0438><U+0444><U+0435>,70,7,5,10,8,14,9,0
112,322300106,Spain,Barcelona,<U+0418><U+0441><U+043F><U+0430><U+043D><U+0438><U+044F>,<U+0411><U+0430><U+0440><U+0441><U+0435><U+043B><U+043E><U+043D>,684,30,101,135,128,178,57,2
113,322300117,Spain,Benidorm,<U+0418><U+0441><U+043F><U+0430><U+043D><U+0438><U+044F>,<U+0411><U+0435><U+043D><U+0438><U+0434><U+043E><U+0440><U+043C>,285,28,14,55,73,71,19,1
114,322300107,Spain,Burgos,<U+0418><U+0441><U+043F><U+0430><U+043D><U+0438><U+044F>,"<U+0411><U+0443><U+0440><U+0433><U+043E><U+0441>	",263,18,11,66,59,66,15,1
115,322300108,Spain,Valencia,<U+0418><U+0441><U+043F><U+0430><U+043D><U+0438><U+044F>,<U+0412><U+0430><U+043B><U+0435><U+043D><U+0441><U+0438><U+044F>,824,70,56,157,200,187,60,5
116,322300102,Spain,Valladolid,<U+0418><U+0441><U+043F><U+0430><U+043D><U+0438><U+044F>,<U+0412><U+0430><U+043B><U+044F><U+0434><U+043E><U+043B><U+0438>,379,20,17,93,95,91,26,1
117,322300093,Spain,Gandia,<U+0418><U+0441><U+043F><U+0430><U+043D><U+0438><U+044F>,"<U+0413><U+0430><U+043D><U+0434><U+0438><U+044F>	",655,73,20,154,179,128,37,2
118,322300109,Spain,Castellon,<U+0418><U+0441><U+043F><U+0430><U+043D><U+0438><U+044F>,<U+041A><U+0430><U+0441><U+0442><U+0435><U+0439><U+043E><U+043D>,143,20,7,20,38,26,11,3
119,322300115,Spain,Las Palmas de Gran Canaria,<U+0418><U+0441><U+043F><U+0430><U+043D><U+0438><U+044F>,<U+041B><U+0430><U+0441> <U+043F><U+0430><U+043B><U+043C>,100,6,23,15,18,11,8,2
120,322300095,Spain,Lerida,<U+0418><U+0441><U+043F><U+0430><U+043D><U+0438><U+044F>,"<U+041B><U+0435><U+0440><U+0438><U+0434><U+0430>	",283,28,11,69,49,80,17,1
121,322300096,Spain,Logrono,<U+0418><U+0441><U+043F><U+0430><U+043D><U+0438><U+044F>,<U+041B><U+043E><U+0433><U+0440><U+043E><U+043D><U+044C><U+043E>,102,11,3,22,24,13,15,1
122,322300110,Spain,Madrid,<U+0418><U+0441><U+043F><U+0430><U+043D><U+0438><U+044F>,"<U+041C><U+0430><U+0434><U+0440><U+0438><U+0434>	",603,39,62,132,124,140,34,5
123,322300111,Spain,Madrid,<U+0418><U+0441><U+043F><U+0430><U+043D><U+0438><U+044F>,"<U+041C><U+0430><U+0434><U+0440><U+0438><U+0434>	",426,35,18,97,130,79,31,1
124,322300303,Spain,Madrid,<U+0418><U+0441><U+043F><U+0430><U+043D><U+0438><U+044F>,"<U+041C><U+0430><U+0434><U+0440><U+0438><U+0434>	",528,44,42,117,130,98,40,7
125,322300304,Spain,Madrid,<U+0418><U+0441><U+043F><U+0430><U+043D><U+0438><U+044F>,"<U+041C><U+0430><U+0434><U+0440><U+0438><U+0434>	",530,44,48,101,135,106,44,3
126,322300097,Spain,Malaga,<U+0418><U+0441><U+043F><U+0430><U+043D><U+0438><U+044F>,"<U+041C><U+0430><U+043B><U+0430><U+0433><U+0430>	",410,36,32,94,106,79,20,2
127,322300112,Spain,Murcia,<U+0418><U+0441><U+043F><U+0430><U+043D><U+0438><U+044F>,"<U+041C><U+0443><U+0440><U+0441><U+0438><U+044F>	",325,36,8,56,80,57,50,2
128,322300098,Spain,Palencia,<U+0418><U+0441><U+043F><U+0430><U+043D><U+0438><U+044F>,<U+041F><U+0430><U+043B><U+0435><U+043D><U+0441><U+0438><U+044F>,112,4,7,23,30,26,6,3
129,322300099,Spain,Palma de Majorca Beleares,<U+0418><U+0441><U+043F><U+0430><U+043D><U+0438><U+044F>,<U+041F><U+0430><U+043B><U+043C><U+0430> <U+0434><U+0430>,810,56,46,152,225,189,52,2
130,322300100,Spain,Pamplona,<U+0418><U+0441><U+043F><U+0430><U+043D><U+0438><U+044F>,<U+041F><U+0430><U+043C><U+043F><U+043B><U+043E><U+043D><U+0430>,475,47,25,122,127,64,62,15
131,322300113,Spain,Reus,<U+0418><U+0441><U+043F><U+0430><U+043D><U+0438><U+044F>,"<U+0420><U+0435><U+0443><U+0441>	",229,28,6,27,71,51,25,0
132,322300101,Spain,Santa Cruz de Tenerife,<U+0418><U+0441><U+043F><U+0430><U+043D><U+0438><U+044F>,<U+0421><U+0430><U+043D><U+0442><U+0430> <U+041A><U+0440>,102,9,16,19,19,10,17,0
